,flow_id,timestamp,src_ip,dst_ip,src_port,dst_port,flow_packet_count,flow_duration,label,original_label,predicted_label,attack_probability
445,FLOW_718622,1499264331.533899,172.16.0.1,192.168.10.50,43564,80,13,5.004941940307617,1,DoS GoldenEye,1,0.99
446,FLOW_506520,1499262904.134434,172.16.0.1,192.168.10.50,38040,80,6,0.0009880065917968,1,DoS Hulk,1,1.0
447,FLOW_153905,1499262203.303213,172.16.0.1,192.168.10.50,50938,80,3,2.1457672119140625e-06,1,DoS Hulk,1,0.995
448,FLOW_542049,1499262971.870519,172.16.0.1,192.168.10.50,58676,80,1,0.0,1,DoS Hulk,1,1.0
449,FLOW_193600,1499262272.395282,172.16.0.1,192.168.10.50,47426,80,1,0.0,1,DoS Hulk,1,1.0
450,FLOW_627197,1499263136.95132,72.30.2.182,192.168.10.8,443,52424,1,0.0,0,BENIGN,0,0.0
451,FLOW_354114,1499262603.034941,172.16.0.1,192.168.10.50,60016,80,10,0.0026280879974365,1,DoS Hulk,1,0.99
452,FLOW_1018573,1499281579.877018,31.13.80.12,192.168.10.25,443,53436,1,0.0,0,BENIGN,0,0.0
453,FLOW_488091,1499262857.370727,172.16.0.1,192.168.10.50,54916,80,3,0.0003700256347656,1,DoS Hulk,1,0.985
454,FLOW_424552,1499262738.057124,172.16.0.1,192.168.10.50,45896,80,5,0.0010030269622802,1,DoS Hulk,1,1.0
455,FLOW_978752,1499278921.090443,192.168.10.14,192.0.76.3,56664,443,19,0.2316629886627197,0,BENIGN,0,0.0
456,FLOW_159301,1499262204.988201,172.16.0.1,192.168.10.50,55074,80,10,0.1454560756683349,1,DoS Hulk,1,1.0
457,FLOW_061026,1499258748.2431,192.168.10.12,192.168.10.3,29438,53,4,0.2838521003723144,0,BENIGN,0,0.0
458,FLOW_488853,1499262870.237443,172.16.0.1,192.168.10.50,55942,80,3,0.0009479522705078,1,DoS Hulk,1,1.0
459,FLOW_1005913,1499280707.374121,192.168.10.8,192.168.10.3,58734,53,4,0.0002040863037109,0,BENIGN,0,0.0
460,FLOW_066335,1499258974.617745,192.168.10.15,192.168.10.3,59146,53,4,0.0002281665802001,0,BENIGN,0,0.0
461,FLOW_257759,1499262404.582559,172.16.0.1,192.168.10.50,57956,80,1,0.0,1,DoS Hulk,1,1.0
462,FLOW_1014161,1499281245.169171,192.168.10.17,172.217.6.202,39764,443,11,5.858322858810425,0,BENIGN,0,0.0
463,FLOW_262652,1499262419.6443,172.16.0.1,192.168.10.50,32804,80,8,0.00177001953125,1,DoS Hulk,1,1.0
464,FLOW_077994,1499259438.447591,23.64.171.27,192.168.10.17,80,57223,1,0.0,0,BENIGN,0,0.0
465,FLOW_666302,1499263206.234861,172.16.0.1,192.168.10.50,45312,80,6,0.0010201930999755,1,DoS Hulk,1,1.0
466,FLOW_177196,1499262239.167205,172.16.0.1,192.168.10.50,37766,80,1,0.0,1,DoS Hulk,1,1.0
467,FLOW_089054,1499259820.320649,192.168.10.16,192.168.10.3,11781,53,4,0.0500180721282959,0,BENIGN,0,0.0
468,FLOW_771101,1499267409.010417,192.168.10.14,172.217.9.227,53657,443,40,0.2626469135284424,0,BENIGN,0,0.0
469,FLOW_574871,1499263036.362016,192.168.10.3,192.168.10.1,60727,53,2,0.0244519710540771,0,BENIGN,0,0.0
470,FLOW_189583,1499262271.151336,172.16.0.1,192.168.10.50,45262,80,1,0.0,1,DoS Hulk,1,0.995
471,FLOW_969499,1499278734.651536,192.168.10.5,162.208.20.178,59471,443,12,0.4402389526367187,0,BENIGN,0,0.0
472,FLOW_563280,1499263006.435537,172.16.0.1,192.168.10.50,42746,80,3,2.86102294921875e-06,1,DoS Hulk,1,1.0
473,FLOW_978159,1499278910.681969,178.255.83.1,192.168.10.9,80,22247,1,0.0,0,BENIGN,0,0.0
474,FLOW_989142,1499279391.094894,192.168.10.3,192.168.10.1,62426,53,2,0.0304889678955078,0,BENIGN,0,0.0
475,FLOW_686130,1499263263.706123,178.255.83.1,192.168.10.12,80,44364,1,0.0,0,BENIGN,0,0.0
476,FLOW_156534,1499262204.086221,172.16.0.1,192.168.10.50,53100,80,2,4.0531158447265625e-06,1,DoS Hulk,1,1.0
477,FLOW_549271,1499262987.882049,172.16.0.1,192.168.10.50,35168,80,3,0.0009980201721191,1,DoS Hulk,1,0.99
478,FLOW_861595,1499274616.96031,205.180.87.169,192.168.10.12,443,43456,1,0.0,0,BENIGN,0,0.0
479,FLOW_195615,1499262286.79888,172.16.0.1,192.168.10.50,49142,80,2,5.0067901611328125e-06,1,DoS Hulk,1,1.0
480,FLOW_309029,1499262504.628728,172.16.0.1,192.168.10.50,57500,80,3,0.0009920597076416,1,DoS Hulk,1,1.0
481,FLOW_032823,1499256963.381908,200.228.16.151,192.168.10.25,443,49825,2,0.0001890659332275,0,BENIGN,0,0.005
482,FLOW_1028788,1499282229.519117,192.168.10.14,216.200.232.14,57776,443,26,66.87664699554443,0,BENIGN,0,0.0
483,FLOW_055863,1499258407.756589,192.168.10.16,205.185.208.154,39560,80,1,0.0,0,BENIGN,0,0.0
484,FLOW_408328,1499262704.842075,192.168.10.50,172.16.0.1,80,36296,2,0.0002408027648925,1,DoS Hulk,1,1.0
485,FLOW_944778,1499278251.993094,192.168.10.51,173.241.242.143,44260,443,25,30.48269891738892,0,BENIGN,0,0.0
486,FLOW_067871,1499259014.41605,192.168.10.25,104.16.88.26,50287,80,24,46.03654003143311,0,BENIGN,0,0.0
487,FLOW_221847,1499262336.797473,172.16.0.1,192.168.10.50,36504,80,8,0.0070059299468994,1,DoS Hulk,1,1.0
488,FLOW_306211,1499262503.790756,172.16.0.1,192.168.10.50,59508,80,9,0.0345380306243896,1,DoS Hulk,1,1.0
489,FLOW_763188,1499266863.141629,192.168.10.19,172.217.12.163,34378,443,1,0.0,0,BENIGN,0,0.0
490,FLOW_208430,1499262305.505331,172.16.0.1,192.168.10.50,56584,80,3,0.0001900196075439,1,DoS Hulk,1,0.985
491,FLOW_304012,1499262503.067797,192.168.10.50,172.16.0.1,80,58094,2,0.0099780559539794,1,DoS Hulk,1,1.0
492,FLOW_470229,1499262822.466771,192.168.10.50,172.16.0.1,80,44884,2,0.0009601116180419,1,DoS Hulk,1,1.0
493,FLOW_638764,1499263155.498304,172.16.0.1,192.168.10.50,57964,80,1,0.0,1,DoS Hulk,1,0.995
494,FLOW_755574,1499266426.570481,192.168.10.12,192.168.10.3,61711,53,4,0.028825044631958,0,BENIGN,0,0.0
495,FLOW_011628,1499255714.313797,192.168.10.9,208.185.50.90,14364,443,14,5.533379077911377,0,BENIGN,0,0.0
496,FLOW_345430,1499262586.604403,172.16.0.1,192.168.10.50,55492,80,5,1.9073486328125e-05,1,DoS Hulk,1,0.995
497,FLOW_563021,1499263006.351528,172.16.0.1,192.168.10.50,42592,80,1,0.0,1,DoS Hulk,1,1.0
498,FLOW_106207,1499260542.483995,172.16.0.1,192.168.10.50,35128,80,12,236.45450401306152,1,DoS Slowhttptest,1,1.0
499,FLOW_430032,1499262754.142658,172.16.0.1,192.168.10.50,49720,80,9,0.1516098976135254,1,DoS Hulk,1,1.0
500,FLOW_051524,1499258109.163233,192.168.10.8,192.168.10.3,62052,53,4,0.0310170650482177,0,BENIGN,0,0.0
501,FLOW_1007684,1499280816.664882,192.168.10.3,172.16.0.1,51418,443,2,0.4864349365234375,0,BENIGN,0,0.0
502,FLOW_609313,1499263090.934153,172.16.0.1,192.168.10.50,39332,80,3,5.0067901611328125e-06,1,DoS Hulk,1,1.0
503,FLOW_842984,1499273653.085849,192.168.10.51,172.16.0.1,52506,443,3,4.245588064193726,0,BENIGN,0,0.0
504,FLOW_806986,1499271481.530697,178.239.182.230,192.168.10.14,80,54351,1,0.0,0,BENIGN,0,0.0
505,FLOW_388911,1499262670.422001,172.16.0.1,192.168.10.50,51056,80,2,4.7206878662109375e-05,1,DoS Hulk,1,0.885
506,FLOW_358923,1499262604.707889,172.16.0.1,192.168.10.50,34550,80,9,0.1485729217529297,1,DoS Hulk,1,1.0
507,FLOW_214362,1499262320.92993,172.16.0.1,192.168.10.50,60518,80,2,3.0994415283203125e-06,1,DoS Hulk,1,1.0
508,FLOW_783885,1499269190.027141,192.168.10.51,192.168.10.3,57048,53,4,0.0003459453582763,0,BENIGN,0,0.0
509,FLOW_786132,1499269564.43859,192.168.10.51,192.168.10.3,36325,53,4,0.046670913696289,0,BENIGN,0,0.0
510,FLOW_740758,1499265810.195795,192.168.10.50,192.168.10.3,45587,53,4,0.0001559257507324,0,BENIGN,0,0.0
511,FLOW_242786,1499262371.61349,172.16.0.1,192.168.10.50,49168,80,8,0.1445529460906982,1,DoS Hulk,1,1.0
512,FLOW_421397,1499262737.083162,172.16.0.1,192.168.10.50,44300,80,2,9.5367431640625e-07,1,DoS Hulk,1,1.0
513,FLOW_932541,1499278021.781974,192.168.10.51,192.168.10.3,22753,53,4,0.0002069473266601,0,BENIGN,0,0.0
514,FLOW_309586,1499262504.814723,172.16.0.1,192.168.10.50,33178,80,9,0.1495280265808105,1,DoS Hulk,1,0.98
515,FLOW_481517,1499262854.365858,172.16.0.1,192.168.10.50,51666,80,10,0.3635179996490478,1,DoS Hulk,1,0.995
516,FLOW_738780,1499265648.971495,192.168.10.15,23.61.187.27,55366,80,2,0.0001351833343505,0,BENIGN,0,0.0
517,FLOW_431237,1499262754.478673,172.16.0.1,192.168.10.50,50340,80,11,0.571491003036499,1,DoS Hulk,1,1.0
518,FLOW_994148,1499279646.886999,23.194.108.45,192.168.10.17,443,58519,2,1.1920928955078125e-06,0,BENIGN,0,0.0
519,FLOW_593164,1499263070.92514,172.16.0.1,192.168.10.50,59946,80,3,0.0004341602325439,1,DoS Hulk,1,1.0
520,FLOW_825571,1499272573.340701,192.168.10.17,208.185.50.90,51525,443,1,0.0,0,BENIGN,0,0.0
521,FLOW_888670,1499275844.446837,192.168.10.3,192.168.10.1,62043,53,2,0.0306000709533691,0,BENIGN,0,0.0
522,FLOW_740876,1499265824.328708,23.50.75.27,192.168.10.16,80,52002,1,0.0,0,BENIGN,0,0.0
523,FLOW_069466,1499259100.185577,209.48.71.160,192.168.10.12,443,33538,3,5.0067901611328125e-05,0,BENIGN,0,0.0
524,FLOW_960587,1499278539.795343,192.168.10.3,192.168.10.1,62327,53,2,0.0483701229095459,0,BENIGN,0,0.0
525,FLOW_1016754,1499281519.801707,34.195.152.178,192.168.10.17,80,38848,1,0.0,0,BENIGN,0,0.0
526,FLOW_1037854,1499282758.291241,172.217.10.78,192.168.10.9,80,23200,1,0.0,0,BENIGN,0,0.0
527,FLOW_257857,1499262404.605569,172.16.0.1,192.168.10.50,55060,80,2,0.0009741783142089,1,DoS Hulk,1,1.0
528,FLOW_080966,1499259594.667189,192.168.10.3,192.168.10.1,61769,53,2,0.0612602233886718,0,BENIGN,0,0.0
529,FLOW_716454,1499264288.482595,172.16.0.1,192.168.10.50,41668,80,13,7.400361061096191,1,DoS GoldenEye,1,0.975
530,FLOW_571474,1499263022.834072,172.16.0.1,192.168.10.50,47422,80,1,0.0,1,DoS Hulk,1,1.0
531,FLOW_837278,1499273333.904606,23.208.79.127,192.168.10.8,80,54636,1,0.0,0,BENIGN,0,0.0
532,FLOW_924814,1499277329.28826,192.168.10.8,174.129.238.86,60319,80,4,2.680788040161133,0,BENIGN,0,0.0
533,FLOW_1041195,1499282923.944198,52.3.168.142,192.168.10.8,443,61626,1,0.0,0,BENIGN,0,0.0
534,FLOW_894941,1499275920.717583,192.168.10.8,192.229.211.40,57463,80,4,5.776004076004028,0,BENIGN,0,0.0
535,FLOW_268668,1499262421.53209,172.16.0.1,192.168.10.50,55620,80,1,0.0,1,DoS Hulk,1,0.99
536,FLOW_368093,1499262621.996422,192.168.10.50,172.16.0.1,80,39480,2,0.0139839649200439,1,DoS Hulk,1,1.0
537,FLOW_487452,1499262856.53482,192.168.10.50,172.16.0.1,80,54118,2,0.0009379386901855,1,DoS Hulk,1,1.0
538,FLOW_436398,1499262765.080362,194.226.130.228,192.168.10.16,443,53744,1,0.0,0,BENIGN,0,0.0
539,FLOW_283428,1499262454.706144,172.16.0.1,192.168.10.50,45386,80,8,0.1454908847808838,1,DoS Hulk,1,1.0
540,FLOW_866567,1499274834.290376,192.168.10.15,192.168.10.3,64277,53,4,0.0001680850982666,0,BENIGN,0,0.0
541,FLOW_770883,1499267389.969644,192.168.10.51,8.247.99.194,52993,443,2,0.0296168327331542,0,BENIGN,0,0.0
542,FLOW_021065,1499256321.015776,192.168.10.9,192.168.10.3,14538,135,1,0.0,0,BENIGN,0,0.0
543,FLOW_817998,1499272083.987424,34.227.130.226,192.168.10.14,443,54560,2,4.0531158447265625e-06,0,BENIGN,0,0.0
544,FLOW_611252,1499263104.941901,192.168.10.50,172.16.0.1,80,42348,2,0.0018291473388671,1,DoS Hulk,1,1.0
545,FLOW_954618,1499278424.169084,192.168.10.5,192.168.10.3,60031,53,4,0.0002439022064208,0,BENIGN,0,0.0
546,FLOW_616262,1499263106.545702,172.16.0.1,192.168.10.50,45216,80,8,0.1602089405059814,1,DoS Hulk,1,1.0
547,FLOW_358149,1499262604.456904,172.16.0.1,192.168.10.50,33782,80,1,0.0,1,DoS Hulk,1,1.0
548,FLOW_771806,1499267421.575442,192.168.10.14,162.208.22.39,53789,443,2,9.79900360107422e-05,0,BENIGN,0,0.0
549,FLOW_936583,1499278113.522294,192.168.10.5,162.208.20.178,53964,443,2,0.0011310577392578,0,BENIGN,0,0.0
550,FLOW_696588,1499263784.60945,192.168.10.16,23.74.28.50,43786,443,1,0.0,0,BENIGN,0,0.0
551,FLOW_344813,1499262586.397398,172.16.0.1,192.168.10.50,55162,80,10,0.0085909366607666,1,DoS Hulk,1,0.91
552,FLOW_544075,1499262972.522479,172.16.0.1,192.168.10.50,59888,80,8,98.36684393882751,1,DoS Hulk,1,1.0
553,FLOW_853960,1499274222.127439,192.168.10.9,192.168.10.3,60860,53,4,0.0001530647277832,0,BENIGN,0,0.0
554,FLOW_1017533,1499281561.355692,192.168.10.14,192.168.10.3,55251,53,4,0.0001330375671386,0,BENIGN,0,0.0
555,FLOW_163842,1499262221.055743,172.16.0.1,192.168.10.50,57990,80,10,1.148503065109253,1,DoS Hulk,1,0.925
556,FLOW_110920,1499260636.077897,192.168.10.51,172.16.0.1,48156,443,15,2.752342939376831,0,BENIGN,0,0.0
557,FLOW_758016,1499266551.938939,87.106.49.27,192.168.10.8,443,54050,2,0.0004479885101318,0,BENIGN,0,0.0
558,FLOW_808529,1499271581.07234,192.168.10.3,192.168.10.1,60753,53,2,0.0514869689941406,0,BENIGN,0,0.0
559,FLOW_460653,1499262806.375194,172.16.0.1,192.168.10.50,39396,80,9,0.1824989318847656,1,DoS Hulk,1,1.0
560,FLOW_1040254,1499282880.695174,192.168.10.50,192.168.10.3,45921,53,4,0.0001790523529052,0,BENIGN,0,0.0
561,FLOW_345419,1499262586.599398,172.16.0.1,192.168.10.50,55518,80,10,0.0099310874938964,1,DoS Hulk,1,1.0
562,FLOW_326356,1499262538.535759,172.16.0.1,192.168.10.50,43488,80,11,0.3596401214599609,1,DoS Hulk,1,0.95
563,FLOW_762409,1499266835.201066,192.168.10.25,192.168.10.3,63535,53,4,0.0309178829193115,0,BENIGN,0,0.0
564,FLOW_312390,1499262520.394292,172.16.0.1,192.168.10.50,34072,80,2,2.86102294921875e-06,1,DoS Hulk,1,1.0
565,FLOW_523937,1499262938.147502,192.168.10.19,172.217.12.138,34263,443,1,0.0,0,BENIGN,0,0.0
566,FLOW_460731,1499262806.407233,172.16.0.1,192.168.10.50,39128,80,2,6.9141387939453125e-06,1,DoS Hulk,1,1.0
567,FLOW_644816,1499263171.900866,192.168.10.50,172.16.0.1,80,56118,2,0.00996994972229,1,DoS Hulk,1,1.0
568,FLOW_073537,1499259235.892687,192.168.10.16,23.5.251.27,45488,80,1,0.0,0,BENIGN,0,0.0
569,FLOW_421230,1499262737.03315,172.16.0.1,192.168.10.50,44298,80,8,0.038619041442871,1,DoS Hulk,1,0.995
570,FLOW_896143,1499275949.522694,172.16.0.1,192.168.10.51,443,53134,1,0.0,0,BENIGN,0,0.0
571,FLOW_408315,1499262704.839047,172.16.0.1,192.168.10.50,36290,80,2,3.0994415283203125e-06,1,DoS Hulk,1,1.0
572,FLOW_351305,1499262588.442371,172.16.0.1,192.168.10.50,58452,80,1,0.0,1,DoS Hulk,1,0.95
573,FLOW_019349,1499256206.840559,192.168.10.12,192.168.10.3,37828,53,4,0.0496189594268798,0,BENIGN,0,0.0
574,FLOW_924891,1499277335.097476,54.230.51.47,192.168.10.19,443,57946,1,0.0,0,BENIGN,0,0.0
575,FLOW_421732,1499262737.195148,172.16.0.1,192.168.10.50,44604,80,9,0.0455310344696044,1,DoS Hulk,1,0.96
576,FLOW_577796,1499263038.875629,192.168.10.50,172.16.0.1,80,50750,2,0.0119769573211669,1,DoS Hulk,1,1.0
577,FLOW_766769,1499267023.617384,192.168.10.16,192.168.10.3,12691,53,4,0.0317051410675048,0,BENIGN,0,0.0
578,FLOW_638101,1499263155.274347,192.168.10.50,172.16.0.1,80,57556,2,0.0109570026397705,1,DoS Hulk,1,1.0
579,FLOW_168359,1499262222.516707,172.16.0.1,192.168.10.50,60716,80,8,0.1364390850067138,1,DoS Hulk,1,0.985
580,FLOW_351307,1499262588.442382,172.16.0.1,192.168.10.50,58086,80,3,0.0009667873382568,1,DoS Hulk,1,0.985
581,FLOW_698506,1499263857.789079,192.168.10.3,192.168.10.1,61568,53,2,0.0239520072937011,0,BENIGN,0,0.0
582,FLOW_219183,1499262322.954805,192.168.10.50,172.16.0.1,80,34246,2,0.0004651546478271,1,DoS Hulk,1,0.97
583,FLOW_417401,1499262721.828597,172.16.0.1,192.168.10.50,41650,80,1,0.0,1,DoS Hulk,1,1.0
584,FLOW_305667,1499262503.617743,172.16.0.1,192.168.10.50,59102,80,4,0.0010058879852294,1,DoS Hulk,1,1.0
585,FLOW_616237,1499263106.536686,172.16.0.1,192.168.10.50,41360,80,2,9.5367431640625e-07,1,DoS Hulk,1,1.0
586,FLOW_686179,1499263266.379443,192.168.10.12,162.208.20.178,41834,80,1,0.0,0,BENIGN,0,0.0
587,FLOW_324701,1499262538.012794,172.16.0.1,192.168.10.50,42512,80,11,0.581475019454956,1,DoS Hulk,1,1.0
588,FLOW_653162,1499263178.27988,192.168.10.15,192.168.10.3,58649,53,4,0.0002179145812988,0,BENIGN,0,0.0
589,FLOW_1063069,1499284437.439746,192.168.10.14,104.31.1.178,58617,443,16,0.7197151184082031,0,BENIGN,0,0.0
590,FLOW_776904,1499267982.663459,192.168.10.19,144.217.148.73,123,123,2,0.0161199569702148,0,BENIGN,0,0.0
591,FLOW_685402,1499263255.939123,192.168.10.16,192.168.10.3,44163,53,4,0.1693639755249023,0,BENIGN,0,0.0
592,FLOW_801682,1499271295.046839,192.168.10.5,192.168.10.3,61398,53,6,0.0717840194702148,0,BENIGN,0,0.0
593,FLOW_831755,1499273049.43015,192.168.10.3,192.168.10.1,62132,53,2,0.0234880447387695,0,BENIGN,0,0.0
594,FLOW_939288,1499278168.492311,192.168.10.3,192.168.10.1,61549,53,2,0.0490529537200927,0,BENIGN,0,0.0
595,FLOW_511767,1499262905.774381,172.16.0.1,192.168.10.50,40900,80,4,0.0010030269622802,1,DoS Hulk,1,1.0
596,FLOW_775179,1499267780.33285,192.168.10.19,23.208.106.214,59237,80,1,0.0,0,BENIGN,0,0.0
597,FLOW_170586,1499262237.007293,172.16.0.1,192.168.10.50,34064,80,2,3.0994415283203125e-06,1,DoS Hulk,1,1.0
598,FLOW_049587,1499258044.875655,192.168.10.3,192.168.10.1,60395,53,4,66.12784004211426,0,BENIGN,0,0.0
599,FLOW_249127,1499262388.289015,172.16.0.1,192.168.10.50,52578,80,1,0.0,1,DoS Hulk,1,1.0
600,FLOW_175009,1499262238.399285,192.168.10.50,172.16.0.1,80,36362,2,0.0179259777069091,1,DoS Hulk,1,1.0
601,FLOW_762610,1499266851.687729,192.168.10.19,151.101.20.69,37737,443,413,119.32636404037476,0,BENIGN,0,0.0
602,FLOW_909388,1499276550.047574,192.168.10.9,211.233.74.132,20790,80,1,0.0,0,BENIGN,0,0.0
603,FLOW_032435,1499256895.913441,192.168.10.51,23.50.75.27,50164,80,20,62.99067306518555,0,BENIGN,0,0.0
604,FLOW_858678,1499274521.412048,192.168.10.19,192.168.10.3,6120,53,4,0.0487158298492431,0,BENIGN,0,0.0
605,FLOW_787391,1499269702.432872,192.168.10.16,216.58.219.238,42360,443,55,181.24417400360107,0,BENIGN,0,0.0
606,FLOW_721881,1499264387.108876,172.16.0.1,192.168.10.50,45276,80,1,0.0,1,DoS GoldenEye,1,1.0
607,FLOW_700933,1499263880.149404,172.16.0.1,192.168.10.50,58204,80,1,0.0,1,DoS GoldenEye,1,0.95
608,FLOW_516263,1499262921.104947,172.16.0.1,192.168.10.50,44002,80,4,5.0067901611328125e-06,1,DoS Hulk,1,1.0
609,FLOW_369859,1499262622.873042,172.16.0.1,192.168.10.50,39942,80,6,0.0021898746490478,1,DoS Hulk,1,1.0
610,FLOW_855272,1499274294.743679,107.178.254.148,192.168.10.14,443,55017,1,0.0,0,BENIGN,0,0.0
611,FLOW_467869,1499262821.67476,172.16.0.1,192.168.10.50,43648,80,1,0.0,1,DoS Hulk,1,1.0
612,FLOW_628578,1499263138.577813,172.16.0.1,192.168.10.50,50876,80,9,0.0685930252075195,1,DoS Hulk,1,0.98
613,FLOW_327406,1499262538.911744,172.16.0.1,192.168.10.50,43864,80,1,0.0,1,DoS Hulk,1,0.995
614,FLOW_845608,1499273741.133869,192.168.10.17,129.146.14.100,36930,443,2,0.087360143661499,0,BENIGN,0,0.0
615,FLOW_035670,1499257120.827036,192.168.10.17,192.168.10.3,40643,53,4,0.0314521789550781,0,BENIGN,0,0.0
616,FLOW_683125,1499263240.834311,172.16.0.1,192.168.10.50,56280,80,8,0.1798899173736572,1,DoS Hulk,1,1.0
617,FLOW_734870,1499265331.25419,192.168.10.3,192.168.10.1,60486,53,2,0.0762951374053955,0,BENIGN,0,0.0
618,FLOW_059450,1499258621.010504,192.168.10.17,104.20.51.83,33583,80,4,5.213480949401856,0,BENIGN,0,0.0
619,FLOW_1014656,1499281308.795975,192.168.10.25,23.208.217.194,53393,443,1,0.0,0,BENIGN,0,0.0
620,FLOW_329962,1499262553.783339,172.16.0.1,192.168.10.50,45820,80,1,0.0,1,DoS Hulk,1,1.0
621,FLOW_548557,1499262987.653156,192.168.10.50,172.16.0.1,80,34740,2,0.0079269409179687,1,DoS Hulk,1,0.995
622,FLOW_254008,1499262403.363586,172.16.0.1,192.168.10.50,55838,80,9,0.008538007736206,1,DoS Hulk,1,1.0
623,FLOW_680060,1499263234.338016,192.168.10.9,216.58.219.238,16719,443,1,0.0,0,BENIGN,0,0.0
624,FLOW_656747,1499263189.431503,172.16.0.1,192.168.10.50,40300,80,1,0.0,1,DoS Hulk,1,0.96
625,FLOW_707780,1499263994.913465,52.84.26.24,192.168.10.9,443,16999,1,0.0,0,BENIGN,0,0.0
626,FLOW_928485,1499277686.251227,192.168.10.16,192.168.10.255,137,137,13,6.198883056640625e-05,0,BENIGN,0,0.0
627,FLOW_833361,1499273139.056826,192.168.10.9,192.168.10.3,64636,53,4,0.0606648921966552,0,BENIGN,0,0.0
628,FLOW_042265,1499257562.044919,192.168.10.50,192.168.10.3,35172,53,4,0.0002429485321044,0,BENIGN,0,0.0
629,FLOW_674959,1499263223.312543,192.168.10.50,172.16.0.1,80,50386,2,0.0018479824066162,1,DoS Hulk,1,1.0
630,FLOW_689718,1499263463.099161,162.208.20.178,192.168.10.12,443,36532,1,0.0,0,BENIGN,0,0.0
631,FLOW_691327,1499263644.748891,192.168.10.51,192.168.10.3,35194,53,4,0.0235919952392578,0,BENIGN,0,0.0
632,FLOW_821361,1499272349.914178,192.168.10.15,192.168.10.3,56276,53,6,0.1009070873260498,0,BENIGN,0,0.0
633,FLOW_312127,1499262520.328299,172.16.0.1,192.168.10.50,34106,80,9,0.097877025604248,1,DoS Hulk,1,0.98
634,FLOW_1024861,1499282000.160976,192.168.10.12,192.168.10.3,44621,53,4,0.0002350807189941,0,BENIGN,0,0.0
635,FLOW_306773,1499262503.97471,172.16.0.1,192.168.10.50,59754,80,5,0.0020270347595214,1,DoS Hulk,1,1.0
636,FLOW_463016,1499262820.088776,172.16.0.1,192.168.10.50,40896,80,9,0.0236668586730957,1,DoS Hulk,1,0.995
637,FLOW_359808,1499262604.98888,172.16.0.1,192.168.10.50,32914,80,1,0.0,1,DoS Hulk,1,1.0
638,FLOW_053961,1499258338.09001,192.168.10.3,192.168.10.1,61993,53,2,0.0591671466827392,0,BENIGN,0,0.0
639,FLOW_174692,1499262238.293262,172.16.0.1,192.168.10.50,36176,80,1,0.0,1,DoS Hulk,1,0.935
640,FLOW_457219,1499262805.08627,172.16.0.1,192.168.10.50,35790,80,2,9.5367431640625e-07,1,DoS Hulk,1,1.0
641,FLOW_652550,1499263174.511766,172.16.0.1,192.168.10.50,37586,80,1,0.0,1,DoS Hulk,1,1.0
642,FLOW_284558,1499262455.068126,172.16.0.1,192.168.10.50,46052,80,10,0.3567399978637695,1,DoS Hulk,1,1.0
643,FLOW_644376,1499263157.531183,172.16.0.1,192.168.10.50,59884,80,6,0.0031259059906005,1,DoS Hulk,1,0.98
644,FLOW_955965,1499278460.295855,192.168.10.5,162.208.22.34,57003,443,12,0.2170360088348388,0,BENIGN,0,0.0
645,FLOW_079428,1499259477.945957,172.16.0.1,192.168.10.50,57580,80,3,3.0036630630493164,1,DoS slowloris,1,1.0
646,FLOW_244313,1499262372.109462,172.16.0.1,192.168.10.50,48176,80,2,2.86102294921875e-06,1,DoS Hulk,1,1.0
647,FLOW_1064386,1499284551.610799,192.168.10.15,54.192.37.14,58102,443,13,5.091109991073608,0,BENIGN,0,0.0
648,FLOW_072378,1499259213.17529,52.84.40.100,192.168.10.16,443,53302,1,0.0,0,BENIGN,0,0.0
649,FLOW_300988,1499262488.441198,172.16.0.1,192.168.10.50,47704,80,8,0.1715238094329834,1,DoS Hulk,1,0.985
650,FLOW_782750,1499269050.615068,192.168.10.50,192.168.10.19,22,57196,1,0.0,0,BENIGN,0,0.0
651,FLOW_390461,1499262670.883042,172.16.0.1,192.168.10.50,53900,80,9,0.1474177837371826,1,DoS Hulk,1,1.0
652,FLOW_872882,1499275112.977674,192.168.10.8,192.168.10.3,59735,53,4,0.0001380443572998,0,BENIGN,0,0.0
653,FLOW_957168,1499278473.42277,192.168.10.5,192.168.10.3,60059,53,4,0.0001440048217773,0,BENIGN,0,0.0
654,FLOW_382092,1499262654.053511,172.16.0.1,192.168.10.50,46708,80,1,0.0,1,DoS Hulk,1,1.0
655,FLOW_730603,1499264926.725608,192.168.10.3,192.168.10.1,60400,53,2,0.0483169555664062,0,BENIGN,0,0.0
656,FLOW_854753,1499274266.661015,192.168.10.17,209.48.71.168,38861,80,1,0.0,0,BENIGN,0,0.0
657,FLOW_1027280,1499282137.128996,192.168.10.19,184.73.171.96,44890,443,32,60.90383505821228,0,BENIGN,0,0.0
658,FLOW_671801,1499263222.331458,192.168.10.50,172.16.0.1,80,48940,2,0.0009808540344238,1,DoS Hulk,0,0.495
659,FLOW_393688,1499262671.908012,172.16.0.1,192.168.10.50,55518,80,3,0.0010211467742919,1,DoS Hulk,1,0.935
660,FLOW_504777,1499262890.114869,172.16.0.1,192.168.10.50,60576,80,5,0.0009558200836181,1,DoS Hulk,1,1.0
661,FLOW_351755,1499262588.584408,192.168.10.50,172.16.0.1,80,58738,2,0.011941909790039,1,DoS Hulk,1,1.0
