flow_id,timestamp,src_ip,dst_ip,src_mac,dst_mac,actual_label,baseline_prediction,baseline_attack_probability,perturbed_prediction,perturbed_attack_probability,prediction_changed,benign_induction,original_dst_port,original_src_port,scenario
FLOW_1045810,1499283400.45866,192.168.10.15,52.79.159.117,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,57579,src_port_randomized
FLOW_093269,1499260029.346414,172.16.0.1,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.0,0,0.105,False,False,47852,443,src_port_randomized
FLOW_728459,1499264844.406281,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61788,src_port_randomized
FLOW_703740,1499263933.15542,192.168.10.16,54.218.44.217,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.035,False,False,443,43924,src_port_randomized
FLOW_698428,1499263857.118651,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,61375,src_port_randomized
FLOW_970823,1499278760.786954,54.230.51.246,192.168.10.9,00:c1:b1:14:eb:31,b8:ac:6f:1d:1f:6c,0,0,0.0,0,0.0,False,False,21817,80,src_port_randomized
FLOW_1040489,1499282896.051234,192.168.10.16,50.63.243.230,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.05,False,False,80,35132,src_port_randomized
FLOW_717364,1499264305.738108,192.168.10.19,144.76.119.56,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,50764,src_port_randomized
FLOW_918277,1499276973.66522,192.168.10.19,206.75.89.101,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,123,123,src_port_randomized
FLOW_742635,1499265853.840245,54.192.37.217,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.005,False,False,53412,443,src_port_randomized
FLOW_1063360,1499284464.544736,192.168.10.25,172.217.12.211,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,0,0.005,False,False,443,53846,src_port_randomized
FLOW_969995,1499278740.794049,162.208.22.34,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.045,False,False,59556,443,src_port_randomized
FLOW_837284,1499273333.904659,23.208.79.127,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.05,False,False,54532,80,src_port_randomized
FLOW_1030126,1499282273.195036,192.168.10.12,151.101.0.84,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.005,0,0.0,False,False,443,55208,src_port_randomized
FLOW_1067010,1499284687.658325,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,63171,src_port_randomized
FLOW_491977,1499262871.244348,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,0,0.185,1,0.59,True,True,80,57594,src_port_randomized
FLOW_1029858,1499282267.883957,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,27985,src_port_randomized
FLOW_060987,1499258747.863454,192.168.10.12,104.106.246.231,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.16,False,False,443,49140,src_port_randomized
FLOW_1071698,1499285191.048641,192.168.10.16,192.168.10.3,00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,4092,src_port_randomized
FLOW_925229,1499277363.336232,54.241.244.90,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.0,False,False,60354,80,src_port_randomized
FLOW_1052261,1499283755.031009,192.168.10.16,172.217.10.242,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,39806,src_port_randomized
FLOW_990847,1499279464.160482,192.168.10.17,192.168.10.3,00:23:ae:9b:95:67,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,12328,src_port_randomized
FLOW_937696,1499278140.341555,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60684,src_port_randomized
FLOW_041611,1499257494.758578,192.168.10.15,54.225.247.81,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,0,0,0.0,0,0.01,False,False,443,49926,src_port_randomized
FLOW_1070140,1499284935.161279,192.168.10.16,149.174.66.131,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,54284,src_port_randomized
FLOW_882228,1499275599.026523,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61425,src_port_randomized
FLOW_147993,1499261959.976275,104.27.146.180,192.168.10.15,00:c1:b1:14:eb:31,00:1e:4f:d4:ca:28,0,0,0.0,0,0.045,False,False,53827,80,src_port_randomized
FLOW_137328,1499261597.433318,192.168.10.15,192.168.10.3,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,56672,src_port_randomized
FLOW_270303,1499262422.175337,192.168.10.19,172.217.12.161,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,0,0.07,False,False,443,52387,src_port_randomized
FLOW_629057,1499263138.717749,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,0,0.23,0,0.43,False,False,80,52264,src_port_randomized
FLOW_815085,1499271999.501892,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61750,src_port_randomized
FLOW_895634,1499275936.86072,205.185.216.10,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.03,False,False,57517,80,src_port_randomized
FLOW_970832,1499278760.933963,192.168.10.9,173.241.242.143,b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,21957,src_port_randomized
FLOW_948693,1499278310.833111,192.168.10.16,104.16.25.216,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,56096,src_port_randomized
FLOW_1018037,1499281573.503511,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,46023,src_port_randomized
FLOW_715364,1499264272.789308,192.168.10.16,199.16.157.105,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.06,False,False,443,35370,src_port_randomized
FLOW_099968,1499260376.355031,210.61.56.43,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.07,0,0.015,False,False,36448,80,src_port_randomized
FLOW_906030,1499276326.946453,192.168.10.16,151.101.210.2,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.045,False,False,443,39592,src_port_randomized
FLOW_088056,1499259796.420829,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60748,src_port_randomized
FLOW_064119,1499258895.935899,192.168.10.14,23.60.139.27,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.03,False,False,80,50280,src_port_randomized
FLOW_629640,1499263138.876837,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,0,0.0,0,0.44,False,False,80,52414,src_port_randomized
FLOW_149446,1499262052.363669,192.168.10.51,172.16.0.1,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.03,False,False,443,48847,src_port_randomized
FLOW_055377,1499258403.910377,192.168.10.8,188.165.145.88,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,50581,src_port_randomized
FLOW_402951,1499262698.26137,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,62482,src_port_randomized
FLOW_885698,1499275785.012884,192.168.10.25,151.101.209.127,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,0,0.01,False,False,443,52800,src_port_randomized
FLOW_793675,1499270730.785002,192.168.10.15,196.11.125.148,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,56001,src_port_randomized
FLOW_918530,1499276981.940573,54.230.51.202,192.168.10.19,00:c1:b1:14:eb:31,00:23:ae:9b:ad:b3,0,0,0.0,0,0.065,False,False,33110,80,src_port_randomized
FLOW_963095,1499278592.0104,162.208.22.34,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.0,False,False,58315,443,src_port_randomized
FLOW_1067153,1499284727.315268,199.59.88.242,192.168.10.16,00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,0,0,0.01,0,0.08,False,False,60666,80,src_port_randomized
FLOW_848774,1499273960.009218,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,61235,src_port_randomized
FLOW_930904,1499277909.173601,192.168.10.19,192.168.10.3,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,13661,src_port_randomized
FLOW_793750,1499270734.42951,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60116,src_port_randomized
FLOW_104538,1499260517.939783,172.16.0.1,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.0,0,0.14,False,False,48097,443,src_port_randomized
FLOW_812205,1499271791.161356,192.168.10.9,192.168.10.3,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,54025,src_port_randomized
FLOW_136474,1499261560.095696,192.168.10.51,172.16.0.1,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.005,0,0.075,False,False,443,48662,src_port_randomized
FLOW_735067,1499265355.392519,192.168.10.51,192.168.10.3,b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,48643,src_port_randomized
FLOW_737402,1499265570.170755,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60389,src_port_randomized
FLOW_1026716,1499282113.280717,88.212.201.95,192.168.10.17,00:c1:b1:14:eb:31,00:23:ae:9b:95:67,0,0,0.0,0,0.11,False,False,42864,443,src_port_randomized
FLOW_565620,1499263009.290408,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,55891,src_port_randomized
FLOW_1008318,1499280837.949532,192.168.10.3,172.16.0.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,51423,src_port_randomized
FLOW_1016679,1499281517.594508,192.168.10.17,74.217.253.60,00:23:ae:9b:95:67,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,42775,src_port_randomized
FLOW_1022219,1499281869.813002,192.168.10.15,192.168.10.3,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,54984,src_port_randomized
FLOW_875436,1499275224.272745,192.168.10.12,172.217.6.195,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.075,False,False,443,37246,src_port_randomized
FLOW_091142,1499259910.304447,192.168.10.51,192.168.10.3,b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,58348,src_port_randomized
FLOW_049659,1499258046.871091,192.168.10.19,213.180.204.92,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,0,0.01,False,False,80,55264,src_port_randomized
FLOW_028735,1499256775.810497,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,123,123,src_port_randomized
FLOW_1032265,1499282456.227782,192.168.10.8,8.27.240.125,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,61462,src_port_randomized
FLOW_960798,1499278541.541079,192.168.10.5,162.208.22.34,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,57918,src_port_randomized
FLOW_861581,1499274616.796412,192.168.10.17,172.217.10.66,00:23:ae:9b:95:67,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,36660,src_port_randomized
FLOW_743381,1499265887.912097,151.101.20.64,192.168.10.12,00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,0,0,0.0,0,0.095,False,False,51722,443,src_port_randomized
FLOW_108756,1499260571.538166,192.168.10.14,52.39.217.49,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,51236,src_port_randomized
FLOW_854745,1499274265.572544,192.168.10.17,192.168.10.50,00:23:ae:9b:95:67,00:19:b9:0a:69:f1,0,0,0.0,0,0.04,False,False,22,54962,src_port_randomized
FLOW_1014731,1499281324.251744,192.168.10.19,172.217.6.195,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,35696,src_port_randomized
FLOW_786159,1499269565.124696,192.168.10.51,104.97.127.199,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,36567,src_port_randomized
FLOW_370190,1499262629.333276,192.168.10.14,23.52.155.27,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,51981,src_port_randomized
FLOW_072182,1499259211.892632,192.168.10.16,173.241.254.212,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,57004,src_port_randomized
FLOW_820225,1499272285.623438,192.168.10.51,194.226.130.227,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,55180,src_port_randomized
FLOW_671160,1499263222.027959,192.168.10.15,172.217.10.35,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,54523,src_port_randomized
FLOW_122756,1499261100.955116,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,19674,src_port_randomized
FLOW_781030,1499268654.323408,184.173.165.61,192.168.10.16,00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,0,0,0.0,0,0.0,False,False,59876,443,src_port_randomized
FLOW_043001,1499257637.812961,192.168.10.5,172.217.10.78,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,0,0,0.0,0,0.005,False,False,80,50239,src_port_randomized
FLOW_945507,1499278259.018143,27.0.237.143,192.168.10.19,00:c1:b1:14:eb:31,00:23:ae:9b:ad:b3,0,0,0.0,0,0.0,False,False,56537,80,src_port_randomized
FLOW_970980,1499278762.226042,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61772,src_port_randomized
FLOW_115179,1499260770.404214,192.168.10.15,204.154.111.109,00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,0,0,0.0,0,0.005,False,False,80,52507,src_port_randomized
FLOW_805551,1499271457.260591,192.168.10.14,178.239.182.230,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,54012,src_port_randomized
FLOW_872231,1499275068.994853,192.168.10.19,192.168.10.3,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,9559,src_port_randomized
FLOW_014151,1499255890.455467,192.168.10.17,172.217.6.238,00:23:ae:9b:95:67,00:c1:b1:14:eb:31,0,0,0.0,0,0.01,False,False,80,46517,src_port_randomized
FLOW_137096,1499261588.942522,192.168.10.51,162.213.33.48,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,48667,src_port_randomized
FLOW_955564,1499278445.759508,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60549,src_port_randomized
FLOW_939235,1499278168.405455,162.208.20.178,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.0,False,False,54571,443,src_port_randomized
FLOW_693623,1499263697.074356,192.168.10.9,192.168.10.3,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,64426,src_port_randomized
FLOW_797466,1499271079.164339,192.168.10.16,192.168.10.3,00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,9311,src_port_randomized
FLOW_705706,1499263961.427775,192.168.10.14,50.63.243.230,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,52718,src_port_randomized
FLOW_685372,1499263255.098481,192.168.10.8,52.84.40.197,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.015,False,False,80,52533,src_port_randomized
FLOW_923128,1499277234.884016,192.168.10.8,184.72.252.62,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,80,60183,src_port_randomized
FLOW_824271,1499272502.937546,192.168.10.16,172.217.12.162,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.005,0,0.005,False,False,443,40496,src_port_randomized
FLOW_864507,1499274760.19637,192.168.10.12,68.67.178.111,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.025,False,False,443,46456,src_port_randomized
FLOW_076624,1499259409.99131,192.168.10.9,192.168.10.3,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,58462,src_port_randomized
FLOW_909786,1499276571.679601,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,57068,src_port_randomized
FLOW_686144,1499263265.748372,192.168.10.12,46.105.203.17,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.045,False,False,80,57174,src_port_randomized
FLOW_818549,1499272166.561783,175.111.83.1,192.168.10.17,00:c1:b1:14:eb:31,00:23:ae:9b:95:67,0,0,0.0,0,0.0,False,False,33296,443,src_port_randomized
FLOW_130591,1499261299.909913,192.168.10.12,50.116.194.21,b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,0,0,0.0,0,0.015,False,False,443,52314,src_port_randomized
FLOW_947536,1499278290.975118,192.168.10.5,149.56.30.215,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,55622,src_port_randomized
FLOW_911697,1499276670.867802,104.97.73.166,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.05,False,False,59338,80,src_port_randomized
FLOW_757913,1499266550.876052,192.168.10.25,172.217.7.2,00:25:00:a8:c4:60,00:c1:b1:14:eb:31,0,0,0.0,0,0.025,False,False,443,51296,src_port_randomized
FLOW_012857,1499255783.147578,192.168.10.3,192.168.10.17,18:66:da:9b:e3:7d,00:23:ae:9b:95:67,0,0,0.0,0,0.01,False,False,58398,389,src_port_randomized
FLOW_958475,1499278489.482583,192.168.10.19,192.168.10.3,00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,5114,src_port_randomized
FLOW_694792,1499263740.038703,192.168.10.8,192.168.10.3,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,60248,src_port_randomized
FLOW_806398,1499271466.584188,192.168.10.14,69.172.216.111,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.005,False,False,443,54270,src_port_randomized
FLOW_982236,1499279102.207623,192.168.10.17,216.58.219.194,00:23:ae:9b:95:67,00:c1:b1:14:eb:31,0,0,0.0,0,0.02,False,False,443,44581,src_port_randomized
FLOW_1025905,1499282050.579776,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60845,src_port_randomized
FLOW_694346,1499263725.021842,172.217.10.132,192.168.10.25,00:c1:b1:14:eb:31,00:25:00:a8:c4:60,0,0,0.0,0,0.0,False,False,50906,443,src_port_randomized
FLOW_754232,1499266384.30133,172.217.12.174,192.168.10.19,00:c1:b1:14:eb:31,00:23:ae:9b:ad:b3,0,0,0.0,0,0.035,False,False,60336,443,src_port_randomized
FLOW_060600,1499258733.292707,192.168.10.16,192.168.10.3,00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,62298,src_port_randomized
FLOW_712018,1499264096.165878,192.168.10.9,192.168.10.3,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,56100,src_port_randomized
FLOW_940657,1499278188.754436,162.208.20.178,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.0,False,False,54707,443,src_port_randomized
FLOW_789520,1499270264.281526,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60875,src_port_randomized
FLOW_728840,1499264849.709224,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60361,src_port_randomized
FLOW_912737,1499276687.745247,184.73.198.237,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.045,False,False,59420,80,src_port_randomized
FLOW_745734,1499266035.077037,74.125.29.157,192.168.10.9,00:c1:b1:14:eb:31,b8:ac:6f:1d:1f:6c,0,0,0.0,0,0.01,False,False,17656,443,src_port_randomized
FLOW_700396,1499263876.05869,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60213,src_port_randomized
FLOW_869874,1499274974.695447,192.168.10.17,192.168.10.3,00:23:ae:9b:95:67,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,23574,src_port_randomized
FLOW_828897,1499272871.374882,192.168.10.9,192.168.10.3,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,58456,src_port_randomized
FLOW_902271,1499276150.993415,192.168.10.14,204.13.194.242,b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,0,0,0.0,0,0.005,False,False,443,55518,src_port_randomized
FLOW_760636,1499266708.49012,192.168.10.50,192.168.10.3,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,22388,src_port_randomized
FLOW_770646,1499267381.249358,192.168.10.17,192.168.10.3,00:23:ae:9b:95:67,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,10454,src_port_randomized
FLOW_733025,1499265247.660236,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,60911,src_port_randomized
FLOW_869171,1499274934.910427,192.168.10.8,52.200.58.136,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,55950,src_port_randomized
FLOW_730195,1499264911.368165,192.168.10.19,50.17.177.105,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,0,0,0.0,0,0.065,False,False,443,36010,src_port_randomized
FLOW_1001887,1499280349.015663,192.168.10.16,23.194.140.65,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.045,False,False,443,52144,src_port_randomized
FLOW_730701,1499264928.279769,192.168.10.8,87.106.49.27,b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,53183,src_port_randomized
FLOW_805047,1499271429.720078,172.217.12.195,192.168.10.51,00:c1:b1:14:eb:31,b8:ac:6f:36:0b:a8,0,0,0.005,0,0.005,False,False,45031,443,src_port_randomized
FLOW_699343,1499263867.399031,192.168.10.16,192.168.10.3,00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,27266,src_port_randomized
FLOW_866169,1499274826.110988,192.168.10.12,192.168.10.3,b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,0,0,0.0,0,0.0,False,False,53,49203,src_port_randomized
FLOW_1012365,1499281118.120704,198.41.214.185,192.168.10.5,00:c1:b1:14:eb:31,b8:ac:6f:36:0a:8b,0,0,0.0,0,0.0,False,False,61009,80,src_port_randomized
FLOW_132514,1499261374.367586,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,61852,src_port_randomized
FLOW_712758,1499264114.181366,192.168.10.5,151.101.65.69,b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,51291,src_port_randomized
FLOW_621204,1499263122.115258,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,0,0.0,0,0.02,False,False,48084,80,src_port_randomized
FLOW_874502,1499275182.30251,192.168.10.3,192.168.10.1,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,53,62264,src_port_randomized
FLOW_1016582,1499281516.025214,216.58.219.194,192.168.10.17,00:c1:b1:14:eb:31,00:23:ae:9b:95:67,0,0,0.0,0,0.04,False,False,44928,80,src_port_randomized
FLOW_916002,1499276848.964939,66.198.24.243,192.168.10.14,00:c1:b1:14:eb:31,b8:ac:6f:36:07:ee,0,0,0.0,0,0.01,False,False,55912,80,src_port_randomized
FLOW_818168,1499272088.41773,192.168.10.51,172.217.12.174,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.03,False,False,443,39641,src_port_randomized
FLOW_055795,1499258407.260143,72.167.239.239,192.168.10.8,00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,0,0,0.0,0,0.025,False,False,50687,80,src_port_randomized
FLOW_048549,1499257945.41141,192.168.10.50,192.168.10.19,00:19:b9:0a:69:f1,00:23:ae:9b:ad:b3,0,0,0.0,0,0.0,False,False,53784,63559,src_port_randomized
FLOW_130750,1499261302.626112,4.16.75.16,192.168.10.12,00:c1:b1:14:eb:31,b8:ac:6f:36:04:e3,0,0,0.005,0,0.055,False,False,60778,80,src_port_randomized
FLOW_882020,1499275591.470034,192.168.10.51,172.16.0.1,b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,53042,src_port_randomized
FLOW_994622,1499279663.290057,192.168.10.16,117.136.139.32,00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,0,0,0.0,0,0.0,False,False,443,58206,src_port_randomized
