flow_id,timestamp,src_ip,dst_ip,src_mac,dst_mac,label,original_label,predicted_label,attack_probability,prediction_type,correct_prediction
FLOW_250759,1499262388.816009,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.7,FP,False
FLOW_251117,1499262388.937996,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_252912,1499262389.536983,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_255182,1499262403.761581,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_257301,1499262404.456571,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.985,FP,False
FLOW_258790,1499262404.878558,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_259168,1499262405.010553,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.91,FP,False
FLOW_262796,1499262419.69813,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_262865,1499262419.717702,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,1.0,FP,False
FLOW_262869,1499262419.718749,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.535,FP,False
FLOW_263389,1499262419.912129,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_263401,1499262419.916121,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_263411,1499262419.918132,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.62,FP,False
FLOW_265850,1499262420.699107,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.985,FP,False
FLOW_266758,1499262420.920076,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.525,FP,False
FLOW_270898,1499262436.985651,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_272606,1499262437.501611,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.61,FP,False
FLOW_274779,1499262438.212604,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.575,FP,False
FLOW_274804,1499262438.220614,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.63,FP,False
FLOW_274727,1499262438.1946,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_275500,1499262438.4516,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.645,FP,False
FLOW_276393,1499262438.753619,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_272794,1499262437.558639,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.85,FP,False
FLOW_282884,1499262454.532098,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.975,FP,False
FLOW_285122,1499262455.249115,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.905,FP,False
FLOW_285134,1499262455.254107,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_285539,1499262455.396118,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.8,FP,False
FLOW_286196,1499262455.598114,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_282350,1499262454.374124,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.65,FP,False
FLOW_282403,1499262454.391149,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.635,FP,False
FLOW_290889,1499262470.559701,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_294093,1499262471.555664,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_294555,1499262471.716783,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.69,FP,False
FLOW_294557,1499262471.718652,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.695,FP,False
FLOW_294792,1499262471.845637,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.915,FP,False
FLOW_292216,1499262470.934653,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.875,FP,False
FLOW_298334,1499262487.577206,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.58,FP,False
FLOW_300121,1499262488.161177,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_301111,1499262488.504778,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_300719,1499262488.34818,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.97,FP,False
FLOW_303970,1499262503.053758,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_304523,1499262503.239772,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_304613,1499262503.27179,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.63,FP,False
FLOW_305223,1499262503.468748,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.62,FP,False
FLOW_310060,1499262504.961701,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.95,FP,False
FLOW_310567,1499262505.124713,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.575,FP,False
FLOW_308522,1499262504.469716,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.71,FP,False
FLOW_314455,1499262521.029294,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.58,FP,False
FLOW_315671,1499262521.404271,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.635,FP,False
FLOW_317856,1499262522.10224,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.955,FP,False
FLOW_320877,1499262536.846828,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.595,FP,False
FLOW_321746,1499262537.124807,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.865,FP,False
FLOW_322381,1499262537.329963,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_322416,1499262537.340773,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_322544,1499262537.380814,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.825,FP,False
FLOW_323152,1499262537.561783,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.96,FP,False
FLOW_324525,1499262537.959773,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.965,FP,False
FLOW_324751,1499262538.030775,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_325004,1499262538.104811,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_326879,1499262538.714757,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_324879,1499262538.068788,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_326628,1499262538.623754,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.74,FP,False
FLOW_326779,1499262538.673766,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.94,FP,False
FLOW_326967,1499262538.737766,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_328778,1499262553.370697,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.66,FP,False
FLOW_330535,1499262553.94529,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_331815,1499262554.328347,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_333208,1499262554.767326,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.615,FP,False
FLOW_334349,1499262555.140081,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.975,FP,False
FLOW_334767,1499262555.278275,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_334790,1499262555.285715,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,0.89,FP,False
FLOW_334795,1499262555.28638,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,1.0,FP,False
FLOW_332300,1499262554.469308,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_335319,1499262555.456291,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.98,FP,False
FLOW_342760,1499262572.194793,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.965,FP,False
FLOW_343334,1499262572.393812,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.965,FP,False
FLOW_348517,1499262587.595336,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.66,FP,False
FLOW_349962,1499262588.021371,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_355507,1499262603.681989,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.975,FP,False
FLOW_356661,1499262603.994917,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.61,FP,False
FLOW_358842,1499262604.680053,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_358873,1499262604.690867,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_358540,1499262604.583892,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_359013,1499262604.734896,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_359046,1499262604.744916,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_358374,1499262604.524889,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.805,FP,False
FLOW_360376,1499262605.17386,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_359801,1499262604.985895,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.97,FP,False
FLOW_360135,1499262605.096892,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.955,FP,False
FLOW_360974,1499262605.372884,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.87,FP,False
FLOW_364189,1499262620.734444,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_370752,1499262636.15133,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,0.99,FP,False
FLOW_371408,1499262636.361749,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,1.0,FP,False
FLOW_372617,1499262636.719079,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.565,FP,False
FLOW_373951,1499262637.165977,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.55,FP,False
FLOW_374436,1499262637.324964,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.575,FP,False
FLOW_375984,1499262637.757929,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.955,FP,False
FLOW_383930,1499262654.627485,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.585,FP,False
FLOW_383754,1499262654.570494,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_387440,1499262669.963052,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.57,FP,False
FLOW_390415,1499262670.866029,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_391314,1499262671.158176,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.505,FP,False
FLOW_391315,1499262671.158968,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.505,FP,False
FLOW_392564,1499262671.544026,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.64,FP,False
FLOW_392565,1499262671.544027,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.64,FP,False
FLOW_392579,1499262671.549004,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.705,FP,False
FLOW_392803,1499262671.616999,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_395748,1499262686.821577,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.96,FP,False
FLOW_397319,1499262687.287589,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.975,FP,False
FLOW_401386,1499262688.574523,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.97,FP,False
FLOW_400094,1499262688.157543,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.81,FP,False
FLOW_400588,1499262688.325522,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.915,FP,False
FLOW_403818,1499262703.436107,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.62,FP,False
FLOW_404500,1499262703.660096,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_406701,1499262704.306067,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.665,FP,False
FLOW_408655,1499262704.944066,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.995,FP,False
FLOW_410367,1499262705.514001,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.665,FP,False
FLOW_409163,1499262705.109056,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.94,FP,False
FLOW_410180,1499262705.453035,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.97,FP,False
FLOW_406421,1499262704.217093,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.97,FP,False
FLOW_411787,1499262720.078645,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_414623,1499262720.940617,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.69,FP,False
FLOW_418863,1499262722.33355,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.98,FP,False
FLOW_418864,1499262722.333592,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.985,FP,False
FLOW_418868,1499262722.336067,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.985,FP,False
FLOW_415880,1499262721.3396,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.94,FP,False
FLOW_418890,1499262722.343575,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.86,FP,False
FLOW_419187,1499262722.469874,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,0.66,FP,False
FLOW_418916,1499262722.354776,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.98,FP,False
FLOW_419194,1499262722.47155,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_419195,1499262722.472555,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.9999477058029689,FP,False
FLOW_419200,1499262722.474563,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_419206,1499262722.475564,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_419210,1499262722.477561,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_419223,1499262722.481785,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,0.53,FP,False
FLOW_420795,1499262736.900152,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.625,FP,False
FLOW_422104,1499262737.308162,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.85,FP,False
FLOW_422987,1499262737.563163,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_424335,1499262737.988118,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_425241,1499262738.275119,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.83,FP,False
FLOW_426420,1499262738.653817,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,0.975,FP,False
FLOW_429034,1499262753.837685,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.57,FP,False
FLOW_431539,1499262754.576664,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.65,FP,False
FLOW_432638,1499262754.934615,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_435032,1499262755.716612,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.6,FP,False
FLOW_435096,1499262755.734619,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.58,FP,False
FLOW_433564,1499262755.230655,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.96,FP,False
FLOW_431652,1499262754.610679,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.97,FP,False
FLOW_441983,1499262772.024168,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.825,FP,False
FLOW_442945,1499262772.345157,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.535,FP,False
FLOW_441729,1499262771.934205,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_441808,1499262771.964165,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.95,FP,False
FLOW_446340,1499262786.936758,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.625,FP,False
FLOW_446427,1499262786.961794,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_446432,1499262786.963732,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_446449,1499262786.968726,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_447856,1499262787.405732,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.6,FP,False
FLOW_450786,1499262788.295789,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_450833,1499262788.309704,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.675,FP,False
FLOW_451664,1499262788.580693,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.585,FP,False
FLOW_448909,1499262787.717748,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.865,FP,False
FLOW_451798,1499262788.618671,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.955,FP,False
FLOW_453379,1499262803.720239,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.99,FP,False
FLOW_453404,1499262803.727267,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.98,FP,False
FLOW_453598,1499262803.797759,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,0.625,FP,False
FLOW_453621,1499262803.804329,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,1.0,FP,False
FLOW_453808,1499262803.865749,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,0.83,FP,False
FLOW_453840,1499262803.87158,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,0.995,FP,False
FLOW_453653,1499262803.805314,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.89,FP,False
FLOW_453645,1499262803.805265,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.88,FP,False
FLOW_453658,1499262803.805319,172.16.0.1,192.168.10.50,00:c1:b1:14:eb:31,00:19:b9:0a:69:f1,0,BENIGN,1,0.955,FP,False
FLOW_454267,1499262803.997796,192.168.10.50,172.16.0.1,00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,0,BENIGN,1,0.515,FP,False
