flow_id,baseline_label,baseline_original_label,baseline_predicted_label,baseline_attack_probability,baseline_status,baseline_correct,v1_label,v1_original_label,v1_predicted_label,v1_attack_probability,v1_status,v1_correct,v2_label,v2_original_label,v2_predicted_label,v2_attack_probability,v2_status,v2_correct,transition,baseline_result,v1_result,v2_result,traffic_class,persistent_fn,v1_repaired_v2_regressed_fn,v2_only_fn,fn_repaired_and_kept,persistent_fp,v1_repaired_v2_regressed_fp,v2_only_fp,fp_repaired_and_kept
FLOW_639971,1,DoS Hulk,0,0.375,FN,False,1,DoS Hulk,0,0.255,FN,False,1,DoS Hulk,0,0.48,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_639976,1,DoS Hulk,0,0.155,FN,False,1,DoS Hulk,0,0.105,FN,False,1,DoS Hulk,0,0.115,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_645172,1,DoS Hulk,0,0.27,FN,False,1,DoS Hulk,0,0.225,FN,False,1,DoS Hulk,0,0.32,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_652490,1,DoS Hulk,0,0.455,FN,False,1,DoS Hulk,0,0.435,FN,False,1,DoS Hulk,0,0.43,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_652522,1,DoS Hulk,0,0.365,FN,False,1,DoS Hulk,0,0.24,FN,False,1,DoS Hulk,0,0.28,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_665022,1,DoS Hulk,0,0.355,FN,False,1,DoS Hulk,0,0.34,FN,False,1,DoS Hulk,0,0.39,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_665894,1,DoS Hulk,0,0.0,FN,False,1,DoS Hulk,0,0.005,FN,False,1,DoS Hulk,0,0.0,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_671619,1,DoS Hulk,0,0.4,FN,False,1,DoS Hulk,0,0.34,FN,False,1,DoS Hulk,0,0.33,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_671660,1,DoS Hulk,0,0.5,FN,False,1,DoS Hulk,0,0.5,FN,False,1,DoS Hulk,0,0.455,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_671688,1,DoS Hulk,0,0.38,FN,False,1,DoS Hulk,0,0.29,FN,False,1,DoS Hulk,0,0.17,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_674188,1,DoS Hulk,0,0.385,FN,False,1,DoS Hulk,0,0.275,FN,False,1,DoS Hulk,0,0.125,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_700873,1,DoS GoldenEye,0,0.495,FN,False,1,DoS GoldenEye,0,0.445,FN,False,1,DoS GoldenEye,0,0.25,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_685668,1,DoS Hulk,0,0.475,FN,False,1,DoS Hulk,0,0.415,FN,False,1,DoS Hulk,0,0.475,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
FLOW_722164,1,DoS GoldenEye,0,0.495,FN,False,1,DoS GoldenEye,0,0.44,FN,False,1,DoS GoldenEye,0,0.145,FN,False,FN -> FN -> FN,FN,FN,FN,Attack,True,False,False,False,False,False,False,False
